accession,label,protein_name,gene_name,organism,seq_length,keywords
P43034,0,Platelet-activating factor acetylhydrolase IB subunit beta,PAFAH1B1,Homo sapiens,410,3D-structure; Acetylation; Alternative splicing; Cell cycle; Cell division; Coiled coil; Cytoplasm; Cytoskeleton; Developmental protein; Differentiation; Disease variant; Lipid degradation; Lipid metabolism; Lissencephaly; Membrane; Microtubule; Mitosis; Neurogenesis; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Transport; WD repeat
P43354,0,Nuclear receptor subfamily 4 group A member 2,NR4A2,Homo sapiens,598,3D-structure; Alternative splicing; Cytoplasm; Disease variant; DNA-binding; Dystonia; Intellectual disability; Metal-binding; Nucleus; Parkinsonism; Proteomics identification; Receptor; Reference proteome; Transcription; Transcription regulation; Zinc; Zinc-finger
P46527,0,Cyclin-dependent kinase inhibitor 1B,CDKN1B,Homo sapiens,198,3D-structure; Cell cycle; Cytoplasm; Direct protein sequencing; Endosome; Nucleus; Phosphoprotein; Protein kinase inhibitor; Proteomics identification; Reference proteome; Tumor suppressor; Ubl conjugation
P46777,0,Large ribosomal subunit protein uL18,RPL5,Homo sapiens,297,3D-structure; Acetylation; Cytoplasm; Diamond-Blackfan anemia; Direct protein sequencing; Disease variant; Isopeptide bond; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Ribonucleoprotein; Ribosomal protein; RNA-binding; rRNA-binding; Ubl conjugation
P47974,0,mRNA decay activator protein ZFP36L2,ZFP36L2,Homo sapiens,494,3D-structure; Cytoplasm; Developmental protein; Disease variant; Metal-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Ribonucleoprotein; RNA-binding; Zinc; Zinc-finger
P49427,0,Ubiquitin-conjugating enzyme E2 R1,CDC34,Homo sapiens,236,3D-structure; ATP-binding; Cell cycle; Cytoplasm; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Transferase; Ubl conjugation; Ubl conjugation pathway
P49585,0,Choline-phosphate cytidylyltransferase A,PCYT1A,Homo sapiens,367,Acetylation; Cone-rod dystrophy; Congenital generalized lipodystrophy; Cytoplasm; Diabetes mellitus; Disease variant; Dwarfism; Endoplasmic reticulum; Lipid biosynthesis; Lipid metabolism; Membrane; Nucleotidyltransferase; Nucleus; Phospholipid biosynthesis; Phospholipid metabolism; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Transferase; Ubl conjugation
P49588,0,"Alanine--tRNA ligase, cytoplasmic",AARS1,Homo sapiens,968,3D-structure; Acetylation; Alternative splicing; Aminoacyl-tRNA synthetase; ATP-binding; Charcot-Marie-Tooth disease; Cytoplasm; Direct protein sequencing; Disease variant; Epilepsy; Ligase; Metal-binding; Methylation; Neurodegeneration; Neuropathy; Nucleotide-binding; Nucleus; Phosphoprotein; Protein biosynthesis; Proteomics identification; Reference proteome; RNA-binding; tRNA-binding; Ubl conjugation; Zinc
P49591,0,"Serine--tRNA ligase, cytoplasmic",SARS1,Homo sapiens,514,3D-structure; Acetylation; Aminoacyl-tRNA synthetase; ATP-binding; Cytoplasm; Disease variant; DNA-binding; Epilepsy; Intellectual disability; Ligase; Nucleotide-binding; Nucleus; Phosphoprotein; Protein biosynthesis; Proteomics identification; Reference proteome; Transcription; Transcription regulation
P49756,0,RNA-binding protein 25,RBM25,Homo sapiens,843,3D-structure; Acetylation; Alternative splicing; Cytoplasm; Direct protein sequencing; Isopeptide bond; mRNA processing; mRNA splicing; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; RNA-binding; Ubl conjugation
P49789,0,Bis(5'-adenosyl)-triphosphatase,FHIT,Homo sapiens,147,3D-structure; Apoptosis; Chromosomal rearrangement; Cytoplasm; Hydrolase; Manganese; Mitochondrion; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Transcription; Transcription regulation; Transferase; Tumor suppressor
P50616,0,Protein Tob1,TOB1,Homo sapiens,345,3D-structure; Cytoplasm; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome
P51452,0,Dual specificity protein phosphatase 3,DUSP3,Homo sapiens,185,3D-structure; Alternative splicing; Cell projection; Cilium; Cytoplasm; Cytoskeleton; Flagellum; Hydrolase; Nucleus; Protein phosphatase; Proteomics identification; Reference proteome
P51858,0,Hepatoma-derived growth factor,HDGF,Homo sapiens,240,3D-structure; Acetylation; Alternative splicing; Cytoplasm; Direct protein sequencing; Disulfide bond; DNA-binding; Growth factor; Heparin-binding; Isopeptide bond; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repressor; Secreted; Transcription; Transcription regulation; Ubl conjugation
P51955,0,Serine/threonine-protein kinase Nek2,NEK2,Homo sapiens,445,3D-structure; Alternative splicing; ATP-binding; Cell cycle; Cell division; Centromere; Chromosome; Chromosome partition; Coiled coil; Cytoplasm; Cytoskeleton; Kinase; Kinetochore; Magnesium; Meiosis; Metal-binding; Microtubule; Mitosis; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Retinitis pigmentosa; Serine/threonine-protein kinase; Transferase
P52292,0,Importin subunit alpha-1,KPNA2,Homo sapiens,529,3D-structure; Acetylation; Cytoplasm; Direct protein sequencing; Endoplasmic reticulum; Golgi apparatus; Host-virus interaction; Membrane; Nucleus; Phosphoprotein; Protein transport; Proteomics identification; Reference proteome; Repeat; Transport; Ubl conjugation
P52630,0,Signal transducer and activator of transcription 2,STAT2,Homo sapiens,851,3D-structure; Activator; Alternative splicing; Antiviral defense; Cytoplasm; Direct protein sequencing; Disease variant; DNA-binding; Host-virus interaction; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; SH2 domain; Transcription; Transcription regulation; Ubl conjugation
P53350,0,Serine/threonine-protein kinase PLK1,PLK1,Homo sapiens,603,3D-structure; Acetylation; ATP-binding; Cell cycle; Cell division; Centromere; Chromosome; Cytoplasm; Cytoskeleton; Isopeptide bond; Kinase; Kinetochore; Mitosis; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Serine/threonine-protein kinase; Transferase; Ubl conjugation
P53671,0,LIM domain kinase 2,LIMK2,Homo sapiens,638,3D-structure; Alternative splicing; ATP-binding; Cytoplasm; Cytoskeleton; Kinase; LIM domain; Metal-binding; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; Serine/threonine-protein kinase; Transferase; Zinc
P53778,0,Mitogen-activated protein kinase 12,MAPK12,Homo sapiens,367,3D-structure; Alternative splicing; ATP-binding; Cell cycle; Cytoplasm; Kinase; Magnesium; Metal-binding; Mitochondrion; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Serine/threonine-protein kinase; Stress response; Transcription; Transcription regulation; Transferase; Ubl conjugation
P53990,0,IST1 homolog,IST1,Homo sapiens,364,3D-structure; Alternative splicing; Cell cycle; Cell division; Cytoplasm; Cytoplasmic vesicle; Cytoskeleton; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome
P54577,0,"Tyrosine--tRNA ligase, cytoplasmic",YARS1,Homo sapiens,528,3D-structure; Acetylation; Aminoacyl-tRNA synthetase; ATP-binding; Charcot-Marie-Tooth disease; Cytoplasm; Direct protein sequencing; Disease variant; Ligase; Neurodegeneration; Neuropathy; Nucleotide-binding; Nucleus; Phosphoprotein; Protein biosynthesis; Proteomics identification; Reference proteome; RNA-binding; tRNA-binding
P54646,0,5'-AMP-activated protein kinase catalytic subunit alpha-2,PRKAA2,Homo sapiens,552,3D-structure; ATP-binding; Autophagy; Biological rhythms; Cholesterol biosynthesis; Cholesterol metabolism; Chromatin regulator; Cytoplasm; Fatty acid biosynthesis; Fatty acid metabolism; Kinase; Lipid biosynthesis; Lipid metabolism; Magnesium; Metal-binding; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Serine/threonine-protein kinase; Steroid biosynthesis; Steroid metabolism; Sterol biosynthesis; Sterol metabolism; Transcription; Transcription regulation; Transferase; Ubl conjugation; Wnt signaling pathway
P55039,0,Developmentally-regulated GTP-binding protein 2,DRG2,Homo sapiens,364,Cytoplasm; GTP-binding; Hydrolase; Hydroxylation; Magnesium; Metal-binding; Nucleotide-binding; Nucleus; Proteomics identification; Reference proteome; Ubl conjugation
P55786,0,Puromycin-sensitive aminopeptidase,NPEPPS,Homo sapiens,919,3D-structure; Alternative splicing; Aminopeptidase; Cytoplasm; Direct protein sequencing; Hydrolase; Metal-binding; Metalloprotease; Nitration; Nucleus; Protease; Proteomics identification; Reference proteome; Zinc
P56524,0,Histone deacetylase 4,HDAC4,Homo sapiens,1084,3D-structure; Alternative splicing; Chromatin regulator; Coiled coil; Cytoplasm; Disease variant; Epilepsy; Hydrolase; Intellectual disability; Isopeptide bond; Metal-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repressor; Transcription; Transcription regulation; Ubl conjugation; Zinc
P60323,0,Nanos homolog 3,NANOS3,Homo sapiens,173,Alternative splicing; Cytoplasm; Developmental protein; Differentiation; Metal-binding; Nucleus; Oogenesis; Proteomics identification; Reference proteome; RNA-binding; Spermatogenesis; Translation regulation; Zinc; Zinc-finger
P60709,0,"Actin, cytoplasmic 1",ACTB,Homo sapiens,375,3D-structure; Acetylation; ATP-binding; Cytoplasm; Cytoskeleton; Deafness; Direct protein sequencing; Disease variant; Dystonia; Hydrolase; Intellectual disability; Isopeptide bond; Methylation; Nucleotide-binding; Nucleus; Oxidation; Proteomics identification; Reference proteome; Ubl conjugation
P61326,0,Protein mago nashi homolog,MAGOH,Homo sapiens,146,3D-structure; Acetylation; Alternative splicing; Cytoplasm; mRNA processing; mRNA splicing; mRNA transport; Nonsense-mediated mRNA decay; Nucleus; Reference proteome; RNA-binding; Spliceosome; Translation regulation; Transport
P61599,0,N-alpha-acetyltransferase 20,NAA20,Homo sapiens,178,3D-structure; Acyltransferase; Alternative splicing; Cytoplasm; Disease variant; Intellectual disability; Nucleus; Proteomics identification; Reference proteome; Transferase
P62136,0,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,PPP1CA,Homo sapiens,330,3D-structure; Acetylation; Alternative splicing; Carbohydrate metabolism; Cell cycle; Cell division; Cytoplasm; Direct protein sequencing; Glycogen metabolism; Host-virus interaction; Hydrolase; Manganese; Metal-binding; Nucleus; Phosphoprotein; Protein phosphatase; Proteomics identification; Reference proteome
P62140,0,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,PPP1CB,Homo sapiens,327,Acetylation; Biological rhythms; Carbohydrate metabolism; Cell cycle; Cell division; Cytoplasm; Direct protein sequencing; Disease variant; Glycogen metabolism; Hydrolase; Manganese; Metal-binding; Nucleus; Phosphoprotein; Protein phosphatase; Proteomics identification; Reference proteome
P62380,0,TATA box-binding protein-like 1,TBPL1,Homo sapiens,186,Cytoplasm; DNA-binding; Nucleus; Proteomics identification; Reference proteome; Transcription; Transcription regulation
P62714,0,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,PPP2CB,Homo sapiens,309,Centromere; Chromosome; Cytoplasm; Cytoskeleton; Direct protein sequencing; Hydrolase; Manganese; Metal-binding; Methylation; Nucleus; Phosphoprotein; Protein phosphatase; Proteomics identification; Reference proteome; Ubl conjugation
P62861,0,Ubiquitin-like FUBI-ribosomal protein eS30 fusion protein,FAU,Homo sapiens,133,3D-structure; Cytoplasm; Direct protein sequencing; Nucleus; Proteomics identification; Reference proteome; Ribonucleoprotein; Ribosomal protein
P62993,0,Growth factor receptor-bound protein 2,GRB2,Homo sapiens,217,3D-structure; Acetylation; Alternative splicing; Cytoplasm; Direct protein sequencing; Endosome; Golgi apparatus; Host-virus interaction; Isopeptide bond; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repeat; SH2 domain; SH3 domain; Ubl conjugation
P63167,0,"Dynein light chain 1, cytoplasmic",DYNLL1,Homo sapiens,89,3D-structure; Acetylation; Activator; Apoptosis; Chromosome; Cytoplasm; Cytoskeleton; DNA damage; Dynein; Host-virus interaction; Isopeptide bond; Microtubule; Mitochondrion; Motor protein; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Transcription; Transcription regulation; Transport; Ubl conjugation
P63241,0,Eukaryotic translation initiation factor 5A-1,EIF5A,Homo sapiens,154,3D-structure; Acetylation; Alternative splicing; Cytoplasm; Direct protein sequencing; Disease variant; Elongation factor; Endoplasmic reticulum; Hypusine; Membrane; Nucleus; Protein biosynthesis; Proteomics identification; Reference proteome; RNA-binding
P78317,0,E3 ubiquitin-protein ligase RNF4,RNF4,Homo sapiens,190,3D-structure; Activator; Alternative splicing; Cytoplasm; DNA-binding; Metal-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Transcription; Transcription regulation; Transferase; Ubl conjugation; Ubl conjugation pathway; Zinc; Zinc-finger
Q00839,0,Heterogeneous nuclear ribonucleoprotein U,HNRNPU,Homo sapiens,825,Acetylation; Activator; ADP-ribosylation; Alternative splicing; ATP-binding; Biological rhythms; Cell cycle; Cell division; Centromere; Chromatin regulator; Chromosome; Citrullination; Cytoplasm; Cytoskeleton; Developmental protein; Differentiation; Direct protein sequencing; Disease variant; DNA-binding; Epilepsy; Host-virus interaction; Isopeptide bond; Kinetochore; Methylation; Mitosis; mRNA processing; mRNA splicing; Nucleotide-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Repressor; Ribonucleoprotein; RNA-binding; Spliceosome; Transcription; Transcription regulation; Ubl conjugation
Q01469,0,Fatty acid-binding protein 5,FABP5,Homo sapiens,135,3D-structure; Acetylation; Cytoplasm; Direct protein sequencing; Disulfide bond; Lipid transport; Lipid-binding; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; Secreted; Synapse; Transport
Q01804,0,OTU domain-containing protein 4,OTUD4,Homo sapiens,1114,Acetylation; Alternative splicing; Cytoplasm; Direct protein sequencing; Hydrolase; Immunity; Innate immunity; Nucleus; Phosphoprotein; Protease; Proteomics identification; Reference proteome; Thiol protease; Ubl conjugation pathway
Q01851,0,"POU domain, class 4, transcription factor 1",POU4F1,Homo sapiens,419,Alternative splicing; Cytoplasm; Developmental protein; Disease variant; DNA-binding; Homeobox; Intellectual disability; Nucleus; Proteomics identification; Reference proteome; Transcription; Transcription regulation
Q03933,0,Heat shock factor protein 2,HSF2,Homo sapiens,536,3D-structure; Activator; Alternative splicing; Cytoplasm; Direct protein sequencing; DNA-binding; Isopeptide bond; Nucleus; Proteomics identification; Reference proteome; Stress response; Transcription; Transcription regulation; Ubl conjugation
Q04637,0,Eukaryotic translation initiation factor 4 gamma 1,EIF4G1,Homo sapiens,1599,3D-structure; Acetylation; Alternative initiation; Alternative splicing; Cytoplasm; Disease variant; Host-virus interaction; Initiation factor; Methylation; Neurodegeneration; Nucleus; Parkinson disease; Parkinsonism; Phosphoprotein; Protein biosynthesis; Proteomics identification; Reference proteome; RNA-binding; Translation regulation; Translational shunt
Q06265,0,Exosome complex component RRP45,EXOSC9,Homo sapiens,439,3D-structure; Acetylation; Alternative splicing; Cytoplasm; Disease variant; Exosome; Isopeptide bond; Neurodegeneration; Nucleus; Phosphoprotein; Proteomics identification; Reference proteome; RNA-binding; rRNA processing; Ubl conjugation
Q06330,0,Recombining binding protein suppressor of hairless,RBPJ,Homo sapiens,500,3D-structure; Acetylation; Activator; Alternative splicing; Cytoplasm; Disease variant; DNA-binding; Host-virus interaction; Notch signaling pathway; Nucleus; Proteomics identification; Reference proteome; Repeat; Repressor; Transcription; Transcription regulation
